Tiempo_s,Cruda_m,Filtrada_m,Kalman_m
0.032,0.07951388158055776,0.07951388158055776,0.07953700805151125
0.064,0.07935192608659848,0.07943290383357812,0.07840144288099667
0.096,0.07937347409709808,0.07941309392141811,0.0773696070902893
0.128,0.07951627543310628,0.07943888929934015,0.07642112877781651
0.16,0.07897323728344689,0.0793457588961615,0.07538193792073486
0.192,0.08,0.07944298258004996,0.07462025860880996
0.224,0.0797269207007059,0.07951798150287144,0.07382563377889845
0.256,0.07817372339220302,0.07927803136189242,0.07281836623189916
0.28800000000000003,0.07880923029942985,0.07913662233515713,0.07201114730121165
0.32000000000000006,0.08,0.07934197487846775,0.071452224046663
0.3520000000000001,0.07937839492951579,0.07921765386437092,0.07083870357106355
0.3840000000000001,0.07845210319022673,0.07896269036227507,0.07014771394500277
0.41600000000000015,0.07931893193051726,0.07919173206993793,0.06964956382677734
0.4480000000000002,0.07872370554897179,0.07917462711984631,0.06911758667254864
0.4800000000000002,0.0796170708082937,0.07909804128150506,0.06876410618393067
0.5120000000000002,0.07924805571751176,0.07907197343910424,0.06839574959134777
0.5440000000000003,0.08,0.07938155280105891,0.06816804401025915
0.5760000000000003,0.08,0.07951776641495545,0.06796292358873127
0.6080000000000003,0.0796877620061208,0.07971057770638526,0.06773757853056059
0.6400000000000003,0.07945428565579633,0.07967802067588578,0.06750670077265195
0.6720000000000004,0.07958085057143902,0.07974457964667123,0.06731984167455692
0.7040000000000004,0.07915628379517342,0.0795758364057059,0.06709894040563669
0.7360000000000004,0.07933778551062638,0.0794433935078312,0.06692932086278862
0.7680000000000005,0.07998896156073655,0.07950363341875434,0.06686663817472163
0.8000000000000005,0.08,0.07961277628759508,0.06681250603088
0.8320000000000005,0.07965265562641387,0.07962713729859004,0.06671878852811329
0.8640000000000005,0.07930709860276579,0.07965730026010852,0.06659118966599312
0.8960000000000006,0.08,0.07978974315798325,0.06657130593770659
0.9280000000000006,0.07788595345655239,0.0793691415371464,0.06627491363464225
0.9600000000000006,0.0787707363127851,0.07912328879970343,0.06613398469801307
0.9920000000000007,0.07896722405438993,0.07898620248529864,0.06603732506403573
1.0240000000000007,0.07868194161265338,0.07886117108727615,0.06591564281369755
1.0560000000000007,0.08,0.07886117108727617,0.06598359786897523
1.0880000000000007,0.07883478182277277,0.07905093676052023,0.06588893004291468
1.1200000000000008,0.07935843512176725,0.07916847652231666,0.06587568099050313
1.1520000000000008,0.07910327121812206,0.07919568595506309,0.06583049705575544
1.1840000000000008,0.07975191934820104,0.07940968150217262,0.06587670790577735
1.2160000000000009,0.07956231468114776,0.07932214443840217,0.06600358580096521
1.2480000000000009,0.07904689906938474,0.07936456788772457,0.06593402480603841
1.280000000000001,0.07934674337662583,0.07936222953869629,0.06591312628242704
1.312000000000001,0.08,0.07954157529507187,0.06598105282618824
1.344000000000001,0.0798288260706555,0.07955695663956278,0.066017461243818
1.376000000000001,0.07881720607524247,0.0794079349183817,0.06591575706348894
1.408000000000001,0.07920384116492703,0.07943932333749017,0.06587839867722924
1.440000000000001,0.07928036572249135,0.07942604780666326,0.0658560430489077
1.472000000000001,0.07928427581484968,0.07928290296963321,0.0658371453975755
1.5040000000000011,0.08,0.0793171377555021,0.0659150500889417
1.5360000000000011,0.08,0.0795536965404536,0.06598268700053905
1.5680000000000012,0.07917093779087024,0.07954711586564225,0.065932160191891
1.6000000000000012,0.07951791421302433,0.07959462556374886,0.06593401322532243
1.6320000000000012,0.07913960927607397,0.0795656922559937,0.06588577029975089
1.6640000000000013,0.08,0.07956569225599372,0.06595726161796911
1.6960000000000013,0.07902464809578498,0.0793706218751507,0.06589080517347214
1.7280000000000013,0.07857973768366373,0.07925238185370939,0.06577447780800116
1.7600000000000013,0.08,0.07934879901110453,0.06586063356868552
1.7920000000000014,0.07928833872851201,0.07937854490159216,0.0658416571847775
1.8240000000000014,0.07942549165756892,0.07926364323310592,0.0658432545198082
1.8560000000000014,0.08,0.07945871361394893,0.0659203468020011
1.8880000000000015,0.0776814467151808,0.07927905542025235,0.06568175403884767
1.9200000000000015,0.07978588330492305,0.07923623208123695,0.0657519126977851
1.9520000000000015,0.07913291220977564,0.07920514677748967,0.06572678126281904
1.9840000000000015,0.07826642825310912,0.07897333409659772,0.06559078100582344
2.0160000000000013,0.07993453551885933,0.07896024120036958,0.06569251604392601
2.0480000000000014,0.08,0.07942395185733343,0.06578947152759973
2.0800000000000014,0.07911100659856182,0.07928897651606119,0.06575650410205683
2.1120000000000014,0.0791975920736968,0.07930191248884541,0.06573929068561599
2.1440000000000015,0.0778481469852981,0.0792182562352832,0.06554652313760916
2.1760000000000015,0.07961526827603022,0.07915440278671738,0.06561201889684794
2.2080000000000015,0.07909988569662779,0.07897437992604293,0.0656009697160257
2.2400000000000015,0.07892486611641825,0.07893715182961422,0.06556831341917331
2.2720000000000016,0.08,0.07909763341487487,0.06568163558276142
2.3040000000000016,0.07868124139019247,0.07926425229585374,0.06560624606039969
2.3360000000000016,0.07982563977597323,0.07930632659584236,0.06569159344053237
2.3680000000000017,0.07868357516514232,0.07922306448954526,0.06561519925605898
2.4000000000000017,0.07950666011736934,0.07933942328973548,0.06565733345630968
2.4320000000000017,0.08,0.07933942328973548,0.06575892504504466
2.4640000000000017,0.07942027297464763,0.0794872296066265,0.06577073623473507
2.4960000000000018,0.0794753524180015,0.07941717213503216,0.06578824907518722
2.528000000000002,0.07916356145460542,0.07951316939292477,0.06576236808150919
2.560000000000002,0.07917332499538787,0.07944650236852849,0.0657411841272125
2.592000000000002,0.07928685992875274,0.07930387435427902,0.06573775268261575
2.624000000000002,0.08,0.0794198197593495,0.06582874706876209
2.656000000000002,0.07897314559354869,0.07931937839445893,0.06577243752396184
2.688000000000002,0.07872074918401704,0.07923081594034127,0.06569028873665463
2.720000000000002,0.07897553895279887,0.07919125873182346,0.065652539848543
2.752000000000002,0.0794850912177157,0.07923090498961606,0.06568691127910373
2.784000000000002,0.07998129410676617,0.0792271638109693,0.06578214030474863
2.816000000000002,0.07862119864964051,0.07915677442218766,0.06568559471973279
2.848000000000002,0.07939730569715386,0.07929208572481503,0.06570404247179128
2.880000000000002,0.07978619695104595,0.07945421732446444,0.06577130521950768
2.912000000000002,0.0781872518812254,0.07919464945716638,0.06561900431716525
2.944000000000002,0.07892648077646422,0.07898368679110598,0.06558418428030195
2.976000000000002,0.07960977867352448,0.07918140279588277,0.0656439938527036
3.0080000000000022,0.08,0.07930194165645202,0.06574734325847553
3.0400000000000023,0.07930714846494312,0.07920613195923146,0.06574577370821778
3.0720000000000023,0.07904313212176742,0.07937730800733984,0.06570962037123583
3.1040000000000023,0.07965873593656433,0.07952375903935989,0.06575935198670652
3.1360000000000023,0.07945959231592961,0.07949372176784089,0.06577628820014356
3.1680000000000024,0.07861382260938657,0.0792164862897182,0.06567954179925418
3.2000000000000024,0.07939122958367474,0.07923330251346453,0.06569798649501707
3.2320000000000024,0.07955133872592042,0.07933494383429514,0.06573509894796079
3.2640000000000025,0.07886138954118531,0.07917547455521932,0.065676403239823
3.2960000000000025,0.07954156790048071,0.07919186967212956,0.06571507226942191
3.3280000000000025,0.07931838925161964,0.07933278300057617,0.06571923646028824
3.3600000000000025,0.08,0.07945453708384123,0.06581267081140275
3.3920000000000026,0.07846871940132347,0.07923801321892184,0.06569200921307716
3.4240000000000026,0.07971098429230937,0.07940793216914663,0.065750946528877
3.4560000000000026,0.0789562600230382,0.07929087059365814,0.06570266402153119
3.4880000000000027,0.08,0.07942719274333421,0.06579828219695902
3.5200000000000027,0.08,0.07942719274333421,0.0658813003381134
3.5520000000000027,0.08,0.07973344886306952,0.0659533788078174
3.5840000000000027,0.0790304878768062,0.07959734957996889,0.06599997758533638
3.6160000000000028,0.07997442920567298,0.07980098341649584,0.06605304784599143
3.648000000000003,0.07950457125817963,0.07970189766813177,0.06603720951980363
3.680000000000003,0.0795887567700129,0.07961964902213434,0.06603455178173719
3.712000000000003,0.08,0.07961964902213434,0.06608643562386661
3.744000000000003,0.07867176700337938,0.07954790484744897,0.06595645530270498
3.776000000000003,0.07962303505805979,0.07947762601792634,0.06596895591189733
3.808000000000003,0.07873235520236972,0.07932318280676434,0.06586244039511052
3.840000000000003,0.07892784050520041,0.07919099955380185,0.06579572087590221
3.872000000000003,0.07970110194231718,0.0791312199422653,0.06583968940100529
3.904000000000003,0.07999801755168015,0.07939647005192545,0.06591698989376811
3.936000000000003,0.07932128902633201,0.0793361208455799,0.06589492861321891
3.968000000000003,0.08,0.07958964980510595,0.06596521122421029
4.000000000000003,0.07879256597946006,0.07956259489995789,0.06586712340482052
4.032000000000003,0.08,0.07962237451149444,0.06594107003237812
4.064000000000003,0.07899836240656696,0.07942244348247181,0.06587328212057837
4.096000000000003,0.0796451653099194,0.07948721873918929,0.06589965903384576
4.128000000000003,0.0795594845916267,0.07939911565751463,0.06591126961224075
4.160000000000003,0.079789191996084,0.0795984408608394,0.06595161978403433
4.192000000000003,0.0793884058415845,0.07947612202915631,0.06593383945076776
4.224000000000003,0.0797687826123827,0.07963020607031945,0.0659685260583833
4.256000000000003,0.0794868669901141,0.0795985464063584,0.06596149257533893
4.288000000000003,0.08,0.07968664948803306,0.06602300375558154
4.320000000000003,0.07908056568207741,0.07954492422523174,0.06595525136389382
4.352000000000003,0.07906679674786406,0.07948060240648766,0.06589461261363815
4.384000000000003,0.07983576219659315,0.07949399832332975,0.0659432945160076
4.416000000000003,0.08,0.07959662492530692,0.06600720373585156
4.448000000000003,0.07867990560287656,0.07933260604588224,0.06588873661426951
4.480000000000003,0.07903796151866817,0.07932408521320039,0.06583306306280247
4.512000000000003,0.07886379849327697,0.07928348556228296,0.06576177562385215
4.544000000000003,0.07858602294303822,0.07903353771157198,0.0656632783237258
4.576000000000003,0.07868111444568186,0.07876976060070837,0.06559029108524773
4.608000000000003,0.08,0.07903377948013304,0.06570071714466023
4.640000000000003,0.07917588347324914,0.07906136387104926,0.06568799435122172
4.672000000000003,0.07978511546811132,0.0792456272660161,0.06575722931962139
4.704000000000003,0.07931671238136158,0.07939176515368077,0.0657556173189038
4.736000000000003,0.07898412925864357,0.07945236811627313,0.06571039177440056
4.768000000000003,0.0795208326655526,0.07935653464938364,0.06574184960834176
4.800000000000003,0.07963255321827742,0.0794478685983893,0.06578388401941415
4.832000000000003,0.07954973321970413,0.07940079214870785,0.06580946580697966
4.864000000000003,0.07894958114731776,0.0793273659018991,0.06575259184754764
4.8960000000000035,0.07989137039805201,0.07950881412978078,0.06582731620213295
4.9280000000000035,0.07948185659027411,0.07950101891472508,0.0658382303301062
4.9600000000000035,0.07956505866416035,0.07948752000390168,0.0658586701637519
4.9920000000000035,0.08,0.07957757335996085,0.0659337307126608
5.024000000000004,0.07968732384605663,0.07972512189970862,0.06595769746352194
5.056000000000004,0.0788760238125461,0.07952205258260744,0.06587159737757656
5.088000000000004,0.08,0.07962568126455262,0.06594495444975086
5.120000000000004,0.07925802902859269,0.07956427533743908,0.06591087210209454
5.152000000000004,0.08,0.0795642753374391,0.06597905376830866
5.184000000000004,0.07810919115805451,0.07924864879983866,0.0657890905009502
5.216000000000004,0.0791884079518187,0.07931112562769319,0.06576637276194192
5.248000000000004,0.08,0.07931112562769319,0.06585359575194481
5.280000000000004,0.07924934727168438,0.07930938927631151,0.06583040811425633
5.312000000000004,0.07925757407328281,0.07916090409096807,0.0658113600976171
5.344000000000004,0.0784165773677151,0.0792223813329002,0.06568400022912366
5.376000000000004,0.07941194229482111,0.07926708820150069,0.06570458682416498
5.408000000000004,0.07978376619278718,0.07922384144005812,0.06577145752821766
5.440000000000004,0.07941394095844073,0.07925676017740937,0.06578078285696602
5.472000000000004,0.07914455589026821,0.07923415654080647,0.06575338127121456
5.504000000000004,0.08,0.07955084106726344,0.06584231620800687
5.536000000000004,0.0792200881010101,0.07951247022850125,0.06581675931455616
5.568000000000004,0.07922763530560947,0.0794012440510657,0.06579556469604068
5.600000000000004,0.07926508766177026,0.07937147339173162,0.06578209825145917
5.632000000000004,0.07950992715583899,0.07944454764484576,0.06580266993472803
5.664000000000004,0.0794553917188337,0.0793356259886125,0.06581334441712054
5.696000000000004,0.0786217480309747,0.07921595797460543,0.06571275932114046
5.728000000000004,0.07893887248425095,0.07915820541033372,0.06566721767912119
5.760000000000004,0.07910035025372524,0.07912525792872473,0.06564895591008015
5.792000000000004,0.08,0.07922327249755692,0.06575165144336384
5.824000000000004,0.07812612350984989,0.07895741885576016,0.06559388524823916
5.856000000000004,0.07901393388253092,0.0790358560260714,0.06557389934991387
5.888000000000004,0.08,0.07924808152922122,0.0656864854215425
5.920000000000004,0.07991057009886629,0.07941012549824941,0.06577245094567376
5.952000000000004,0.07857876525784176,0.07912587854981777,0.0657833658879622
